Medallion of Thought Projection,,,moderate,divination,,,,,,,,,7,neck,-,,,Cursed,PFRPG Core,,,,,,,,,medallion of thoughts,,0,0,0,0,1,0,0,0,0,moderate,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Medallion-of-Thought-Projection,291,0,0,0,0
Necklace of Strangulation,,,strong,conjuration,,,,,,,,,18,neck,-,,,Cursed,PFRPG Core,,,,,,,,,"necklace of adaptation, necklace of fireballs, periapt of health, periapt of proof against poison, periapt of wound closure",,0,0,0,1,0,0,0,0,0,strong,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Necklace-of-Strangulation,292,0,0,0,0
Net of Snaring,,,moderate,evocation,,,,,,,,,8,none,6,,,Cursed,PFRPG Core,,,,,,,,,+3 net,,0,0,0,0,0,0,1,0,0,moderate,6,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Net-of-Snaring,293,0,0,0,0
Periapt of Foul Rotting,,,moderate,abjuration,,,,,,,,,10,neck,-,,,Cursed,PFRPG Core,,,,,,,,,"periapt of health, periapt of proof against poison, periapt of wound closure",,0,0,1,0,0,0,0,0,0,moderate,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Periapt-of-Foul-Rotting,294,0,0,0,0
Poisonous Cloak,,,strong,abjuration,,,,,,,,,15,shoulders,1,,,Cursed,PFRPG Core,,,,,,,,,"cloak of arachnida, cloak of the bat, cloak of etherealness, cloak of resistance +5, major cloak of displacement",,0,0,1,0,0,0,0,0,0,strong,1,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Poisonous-Cloak,295,0,0,0,0
Potion of Poison,,,strong,conjuration,,,,,,,,,12,none,-,,,Cursed,PFRPG Core,,,,,,,,,any potion,,0,0,0,1,0,0,0,0,0,strong,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Potion-of-Poison,296,0,0,0,0
Robe of Powerlessness,,,strong,transmutation,,,,,,,,,13,body,1,,,Cursed,PFRPG Core,,,,,,,,,"robe of the archmagi, robe of blending, robe of bones, robe of eyes, robe of scintillating colors, robe of stars, robe of useful items",,0,0,0,0,0,0,0,0,1,strong,1,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Robe-of-Powerlessness,297,0,0,0,0
Robe of Vermin,,,strong,abjuration,,,,,,,,,13,body,1,,,Cursed,PFRPG Core,,,,,,,,,"robe of the archmagi, robe of blending, robe of bones, robe of eyes, robe of scintillating colors, robe of stars, robe of useful items",,0,0,1,0,0,0,0,0,0,strong,1,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Robe-of-Vermin,298,0,0,0,0
Ring of Clumsiness,,,strong,transmutation,,,,,,,,,15,ring,-,,,Cursed,PFRPG Core,,,,,,,,,ring of feather falling,,0,0,0,0,0,0,0,0,1,strong,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Ring-of-Clumsiness,299,0,0,0,0
Scarab of Death,,,strong,abjuration,,,,,,,,,19,neck,-,,,Cursed,PFRPG Core,,,,,,,,,"amulet of mighty fists, amulet of natural armor, amulet of the planes, amulet of proof against detection and location, brooch of shielding, golembane scarab, scarab of protection",,0,0,1,0,0,0,0,0,0,strong,0,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Scarab-of-Death,300,0,0,0,0
"Spear, Cursed Backbiter",,,moderate,evocation,,,,,,,,,10,none,3,,,Cursed,PFRPG Core,,,,,,,,,"+2 shortspear, any magic weapon",,0,0,0,0,0,0,1,0,0,moderate,3,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Spear-Cursed-Backbiter,301,0,0,0,0
Stone of Weight (Loadstone),,,faint,transmutation,,,,,,,,,5,none,1,,,Cursed,PFRPG Core,,,,,,,,,"ioun stone, stone of alarm, stone of controlling earth elementals, stone of good luck",,0,0,0,0,0,0,0,0,1,faint,1,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Stone-of-Weight-Loadstone-,302,0,0,0,0
"Sword, Berserking",,,moderate,evocation,,,,,,,,,8,none,12,,,Cursed,PFRPG Core,,,,,,,,,"+2 greatsword, any magic weapon",,0,0,0,0,0,0,1,0,0,moderate,12,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Sword-Berserking,303,0,0,0,0
Vacuous Grimoire,,,strong,enchantment,,,,,,,,,20,none,2,,,Cursed,PFRPG Core,,,,,,,,,"blessed book, manual of bodily health, manual of gainful exercise, manual of quickness of action, tome of clear thoughts, tome of leadership and influence, tome of understanding",,0,0,0,0,0,1,0,0,0,strong,2,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Vacuous-Grimoire,304,0,0,0,0
Adamantine Breastplate,10200,"This nonmagical breastplate is made of adamantine, giving its wearer damage reduction of 2/-.",n/a,,,,,,,,,,-,armor,30,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,30,10200,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Adamantine-Breastplate,305,0,0,0,0
Dwarven Plate,16500,"This full plate is made of adamantine, giving its wearer damage reduction of 3/-.",n/a,,,,,,,,,,-,armor,50,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,50,16500,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Dwarven-Plate,306,0,0,0,0
Dragonhide Plate,3300,"This suit of full plate is made of dragonhide, rather than metal, so druids can wear it. It is otherwise identical to masterwork full plate.",n/a,,,,,,,,,,-,armor,50,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,50,3300,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Dragonhide-Plate,307,0,0,0,0
Elven Chain,5150,"This extremely light chainmail is made of very fine mithral links. This armor is treated, in all ways, like light armor, including when determining proficiency. The armor has an arcane spell failure chance of 20%, a maximum Dexterity bonus of +4, and an armor check penalty of -2.",n/a,,,,,,,,,,-,armor,20,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,20,5150,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Elven-Chain,308,0,0,0,0
Mithral Shirt,1100,"This extremely light chain shirt is made of very fine mithral links. The armor has an arcane spell failure chance of 10%, a maximum Dexterity bonus of +6, and no armor check penalty. It is considered light armor.",n/a,,,,,,,,,,-,armor,10,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,10,1100,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Mithral-Shirt,309,0,0,0,0
Darkwood Buckler,205,"This nonmagical light wooden shield is made out of darkwood. It has no enhancement bonus, but its construction material makes it lighter than a normal wooden shield. It has no armor check penalty.",n/a,,,,,,,,,,-,shield,2.5,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,2.5,205,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Darkwood-Buckler,310,0,0,0,0
Darkwood Shield,257,"This nonmagical heavy wooden shield is made out of darkwood. It has no enhancement bonus, but its construction material makes it lighter than a normal wooden shield. It has no armor check penalty.",n/a,,,,,,,,,,-,shield,5,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,5,257,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Darkwood-Shield,311,0,0,0,0
Mithral Heavy Shield,1020,This heavy shield is made of mithral and thus is much lighter than a standard steel shield. It has a 5% arcane spell failure chance and no armor check penalty.,n/a,,,,,,,,,,-,shield,5,,,Armor,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,5,1020,0,,,http://www.d20pfsrd.com/magic-items/magic-armor#TOC-Mithral-Heavy-Shield,312,0,0,0,0
"Silver Dagger, Masterwork",322,"As a masterwork weapon, this alchemical silver dagger has a +1 enhancement bonus on attack rolls (but not to damage rolls).",n/a,,,,,,,,,,-,none,1,,,Weapon,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,none,1,322,0,,,http://www.d20pfsrd.com/magic-items/magic-weapons#TOC-Silver-Dagger-Masterwork,313,0,0,0,0
Grave Candle,,,moderate,necromancy,,,,,,,,,10,none,1,"Craft Wondrous Item, speak with dead",2750,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,324,0,0,0,0
Truecolor Dye,,,faint,divination,,,,,,,,,1,none,-,"Craft Wondrous Item, detect good or detect evil",25,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,325,0,0,0,0
Bones of Founder,,,faint,enchantment,,,,,,,,,4,none,1,"Craft Wondrous Item, aid",1125,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,327,0,0,0,0
Clasp of the Mind Scream,,,moderate,evocation,,,,,,,,,8,head,1,"Craft Wondrous Item, detect thoughts, shout",6400,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,328,0,0,0,0
Entwined Syrinx,,,moderate,illusion,,,,,,,,,7,none,2,"Craft Wondrous Item, hypnotic pattern",7150,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,329,0,0,1,0
Felhart,,,moderate,divination,,,,,,,,,6,none,4,"Craft Magic Arms and Armor, true strike",11187,Weapon,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,+2 bane longbow,NULL,330,0,0,0,0
Golden Dragon Kite,,,faint,evocation,,,,,,,,,3,none,2,"Craft Wondrous Item, burning hands",1800,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,331,0,0,0,0
War Mask,,,faint,necromancy,,,,,,,,,4,head,5,"Craft Wondrous Item, scare, shield",1850,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,334,0,0,0,0
Spirit Jars,,,moderate,necromancy,,,,,,,,,7,none,2,"Craft Wondrous Item, gentle repose, magic jar",13125,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,335,0,0,0,0
Skin of the Troll King,,,moderate,conjuration,,,,,,,,,8,armor,25,"Craft Magic Arms and Armor, aid, regenerate",8157,Armor,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,+2 hide armor,NULL,336,0,0,0,0
Talisman of the Orc Mother's Fury,,,faint,conjuration,,,,,,,,,4,neck,2,"creator must be female and possess orc blood, Craft Wondrous Item, cure moderate wounds",6000,Wondrous Item,AP 27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,337,0,0,0,0
Melancholic Talisman,,,strong,conjuration,,,,,,,,,18,neck,-,"Craft Wondrous Item, gate, greater planar binding, ability to conjure and bind a greater devil",25000,Wondrous Item,Book of the Dammed V1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,340,0,0,0,0
Sanguine Talisman,,,strong,conjuration,,,,,,,,,8,neck,-,"Craft Wondrous Item, planar binding, ability to conjure and bind a barbazu",33750,Wondrous Item,Book of the Dammed V1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,341,0,0,0,0
Bilious Talisman,,,overwhelming,conjuration,,,,,,,,,21,neck,-,,,Artifact,Book of the Dammed V1,,,,,,,,,,"This bilious tailisman can be destroyed by being immersed in holy water for a week in an area under the effects of the spell hallow and then smashed with a +3 holy warhammer (or a bludgeoning weapon of similar or greater power). While this destroys the talisman, it also frees the potent infernal noble bound within.",1,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,342,0,0,0,0
The Morrowfall,,,strong,evocation,,,,,,,,,15,none,5,,,Artifact,AP 27,,,,,,,,,,"When the Morrowfall is joined with its counterpart, the Totemrix, its powers (as well as those of the Totemrix) are suppressed. In this state, both it and the Totemrix can be destroyed by anything capable of destroying a magic metal object of its size.",1,0,0,0,0,0,0,0,0,NULL,NULL,0,0,,,NULL,343,0,0,0,0
"Sword, -2 Cursed",,,strong,evocation,,,,,,,,,15,none,4,,,Cursed,PFRPG Core,,,,,,,,,"+2 longsword, any magic weapon",,0,0,0,0,0,0,1,0,0,strong,4,0,0,,,http://www.d20pfsrd.com/magic-items/cursed-items#TOC-Sword-2-Cursed,344,0,0,0,0
"Feather Token, Anchor",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",25,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,50,25,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,345,0,0,0,0
"Feather Token, Bird",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",150,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,300,150,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,346,0,0,0,0
"Feather Token, Fan",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",100,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,200,100,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,347,0,0,0,0
"Feather Token, Swan Boat",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",225,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,450,225,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,348,0,0,0,0
"Feather Token, Tree",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",200,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,400,200,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,349,0,0,0,0
"Feather Token, Whip",,,strong,conjuration,,,,,,,,,12,none,-,"Craft Wondrous Item, major creation",250,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,1,0,0,0,0,0,strong,0,500,250,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Feather-Token,350,0,0,0,0
"Pearl of Power, 1st Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,1000,500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,365,0,0,0,0
"Pearl of Power, 2nd Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",2000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,4000,2000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,366,0,0,0,0
"Pearl of Power, 3rd Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",4500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,9000,4500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,367,0,0,0,0
"Pearl of Power, 4th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",8000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,16000,8000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,368,0,0,0,0
"Pearl of Power, 5th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",12500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,25000,12500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,369,0,0,0,0
"Pearl of Power, 6th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",18000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,36000,18000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,370,0,0,0,0
"Pearl of Power, 7th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",24500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,49000,24500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,371,0,0,0,0
"Pearl of Power, 8th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",32000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,64000,32000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,372,0,0,0,0
"Pearl of Power, 9th Level Spell",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",40500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,81000,40500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,373,0,0,0,0
"Pearl of Power, Two Spells",,,strong,transmutation,,,,,,,,,17,none,-,"Craft Wondrous Item, creator must be able to cast spells of the spell level to be recalled",35000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,1,strong,0,70000,35000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Pearl-of-Power,374,0,0,0,0
clear spindle ioun stone,,,strong,"varies
",,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",2000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,4000,2000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,424,0,0,0,0
dusty rose prism ioun stone,,,strong,varies,,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",2500,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,5000,2500,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,425,0,0,0,0
deep red sphere ioun stone,,,strong,varies,,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",4000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,8000,4000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,426,0,0,0,0
incandescent blue sphere ioun stone,,,strong,varies,,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",4000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,8000,4000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,427,0,0,0,0
pale blue rhomboid ioun stone,,,strong,varies,,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",4000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,8000,4000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,428,0,0,0,0
pink rhomboid ioun stone,,,strong,varies,,,,,,,,,12,none,-,"Craft Wondrous Item, creator must be 12th level",4000,Wondrous Item,PFRPG Core,,,,,,,,,,,0,0,0,0,0,0,0,0,0,strong,0,8000,4000,,,http://www.d20pfsrd.com/magic-items/wondrous-items#TOC-Ioun-Stones,429,0,0,0,0
